bioproject_accession,bioproject_title,project_type,sample_accession,organism,experiment_accession,platform,run_accession,spots,bases
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS803867,Zaire ebolavirus,SRX824250,ILLUMINA,SRR1735087,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS677875,Zaire ebolavirus,SRX674086,ILLUMINA,SRR1553423,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS677875,Zaire ebolavirus,SRX674085,ILLUMINA,SRR1553424,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS908495,Zaire ebolavirus,SRX994218,ILLUMINA,SRR1972941,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS803799,Zaire ebolavirus,SRX994233,ILLUMINA,SRR1972956,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS803799,Zaire ebolavirus,SRX824182,ILLUMINA,SRR1735019,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS803861,Zaire ebolavirus,SRX824244,ILLUMINA,SRR1735081,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS908659,Zaire ebolavirus,SRX994013,ILLUMINA,SRR1972736,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS803975,Zaire ebolavirus,SRX994138,ILLUMINA,SRR1972861,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS803975,Zaire ebolavirus,SRX824358,ILLUMINA,SRR1735195,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS677892,Zaire ebolavirus,SRX674120,ILLUMINA,SRR1553457,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS677892,Zaire ebolavirus,SRX674119,ILLUMINA,SRR1553458,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS803806,Zaire ebolavirus,SRX824189,ILLUMINA,SRR1735026,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS803822,Zaire ebolavirus,SRX994079,ILLUMINA,SRR1972802,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS803822,Zaire ebolavirus,SRX824204,ILLUMINA,SRR1735041,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS908684,Zaire ebolavirus,SRX993987,ILLUMINA,SRR1972710,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS908673,Zaire ebolavirus,SRX993999,ILLUMINA,SRR1972722,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS908783,Zaire ebolavirus,SRX993880,ILLUMINA,SRR1972603,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS908510,Zaire ebolavirus,SRX994203,ILLUMINA,SRR1972926,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS677886,Zaire ebolavirus,SRX674108,ILLUMINA,SRR1553445,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS677886,Zaire ebolavirus,SRX674107,ILLUMINA,SRR1553446,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS803928,Zaire ebolavirus,SRX824311,ILLUMINA,SRR1735148,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS908714,Zaire ebolavirus,SRX993959,ILLUMINA,SRR1972682,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS677905,Zaire ebolavirus,SRX674146,ILLUMINA,SRR1553483,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS677905,Zaire ebolavirus,SRX674145,ILLUMINA,SRR1553484,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS804045,Zaire ebolavirus,SRX824427,ILLUMINA,SRR1735264,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS908646,Zaire ebolavirus,SRX994026,ILLUMINA,SRR1972749,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS804000,Zaire ebolavirus,SRX824383,ILLUMINA,SRR1735220,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS803989,Zaire ebolavirus,SRX824372,ILLUMINA,SRR1735209,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS908675,Zaire ebolavirus,SRX993997,ILLUMINA,SRR1972720,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS804025,Zaire ebolavirus,SRX994101,ILLUMINA,SRR1972824,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS804025,Zaire ebolavirus,SRX824408,ILLUMINA,SRR1735245,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS908762,Zaire ebolavirus,SRX993908,ILLUMINA,SRR1972631,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS908633,Zaire ebolavirus,SRX994039,ILLUMINA,SRR1972762,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS694117,Unidentified virus,SRX691948,ILLUMINA,SRR1564835,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS908711,Zaire ebolavirus,SRX993961,ILLUMINA,SRR1972684,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS804037,Zaire ebolavirus,SRX994250,ILLUMINA,SRR1972973,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS804037,Zaire ebolavirus,SRX824420,ILLUMINA,SRR1735257,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS677934,Zaire ebolavirus,SRX674204,ILLUMINA,SRR1553541,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS677934,Zaire ebolavirus,SRX674203,ILLUMINA,SRR1553542,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS677960,Zaire ebolavirus,SRX674256,ILLUMINA,SRR1553593,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS677960,Zaire ebolavirus,SRX674255,ILLUMINA,SRR1553594,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS908703,Zaire ebolavirus,SRX993969,ILLUMINA,SRR1972692,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS908618,Zaire ebolavirus,SRX994049,ILLUMINA,SRR1972772,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS908753,Zaire ebolavirus,SRX993918,ILLUMINA,SRR1972641,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS908529,Zaire ebolavirus,SRX994184,ILLUMINA,SRR1972907,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS677925,Zaire ebolavirus,SRX674186,ILLUMINA,SRR1553523,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS677925,Zaire ebolavirus,SRX674185,ILLUMINA,SRR1553524,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS908569,Zaire ebolavirus,SRX994134,ILLUMINA,SRR1972857,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS804024,Zaire ebolavirus,SRX824407,ILLUMINA,SRR1735244,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS908641,Zaire ebolavirus,SRX994030,ILLUMINA,SRR1972753,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS677927,Zaire ebolavirus,SRX674190,ILLUMINA,SRR1553527,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS677927,Zaire ebolavirus,SRX674189,ILLUMINA,SRR1553528,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS908671,Zaire ebolavirus,SRX994001,ILLUMINA,SRR1972724,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS908679,Zaire ebolavirus,SRX993992,ILLUMINA,SRR1972715,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS908534,Zaire ebolavirus,SRX994179,ILLUMINA,SRR1972902,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS803938,Zaire ebolavirus,SRX824321,ILLUMINA,SRR1735158,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS908748,Zaire ebolavirus,SRX993924,ILLUMINA,SRR1972647,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS803826,Zaire ebolavirus,SRX824209,ILLUMINA,SRR1735046,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS908719,Zaire ebolavirus,SRX993953,ILLUMINA,SRR1972676,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS677906,Zaire ebolavirus,SRX674148,ILLUMINA,SRR1553485,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS677906,Zaire ebolavirus,SRX674147,ILLUMINA,SRR1553486,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS803839,Zaire ebolavirus,SRX824224,ILLUMINA,SRR1735061,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS803935,Zaire ebolavirus,SRX824318,ILLUMINA,SRR1735155,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS908610,Zaire ebolavirus,SRX994057,ILLUMINA,SRR1972780,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS908560,Zaire ebolavirus,SRX994149,ILLUMINA,SRR1972872,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS677938,Zaire ebolavirus,SRX674212,ILLUMINA,SRR1553549,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS677938,Zaire ebolavirus,SRX674211,ILLUMINA,SRR1553550,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS677966,Zaire ebolavirus,SRX674268,ILLUMINA,SRR1553605,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS677966,Zaire ebolavirus,SRX674267,ILLUMINA,SRR1553606,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS803771,Zaire ebolavirus,SRX824154,ILLUMINA,SRR1734991,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS908658,Zaire ebolavirus,SRX994014,ILLUMINA,SRR1972737,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS677918,Zaire ebolavirus,SRX674172,ILLUMINA,SRR1553509,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS677918,Zaire ebolavirus,SRX674171,ILLUMINA,SRR1553510,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS694106,Unidentified virus,SRX691937,ILLUMINA,SRR1564824,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS908782,Zaire ebolavirus,SRX993881,ILLUMINA,SRR1972604,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS908704,Zaire ebolavirus,SRX993968,ILLUMINA,SRR1972691,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS803891,Zaire ebolavirus,SRX994089,ILLUMINA,SRR1972812,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS803891,Zaire ebolavirus,SRX824274,ILLUMINA,SRR1735111,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS908708,Zaire ebolavirus,SRX993964,ILLUMINA,SRR1972687,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS803873,Zaire ebolavirus,SRX824256,ILLUMINA,SRR1735093,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS908653,Zaire ebolavirus,SRX994018,ILLUMINA,SRR1972741,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS908773,Zaire ebolavirus,SRX993895,ILLUMINA,SRR1972618,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS677881,Zaire ebolavirus,SRX674098,ILLUMINA,SRR1553435,,
PRJNA257197,Zaire ebolavirus Genome sequencing,Other,SRS677881,Zaire ebolavirus,SRX674097,ILLUMINA,SRR1553436,,
